CDU_ID,Car or van availability : Total\ Car or van availability - Unit : Households,Car or van availability : Total\ Car or van availability - Unit : Cars or vans,Car or van availability : Sum of all cars or vans - Unit : Cars or vans,avg car per household
20163,935,254,254,0.271657754
20164,834,236,236,0.282973621
20165,946,343,343,0.362579281
20166,946,332,332,0.350951374
20167,653,271,271,0.415007657
20168,656,343,343,0.522865854
20169,795,363,363,0.456603774
20170,629,209,209,0.33227345
20171,698,290,290,0.415472779
20172,734,375,375,0.510899183
20173,682,352,352,0.516129032
20174,685,288,288,0.420437956
20175,1076,264,264,0.24535316
20176,873,294,294,0.336769759
20177,947,378,378,0.399155227
20178,821,410,410,0.499390987
20179,732,244,244,0.333333333
20180,624,227,227,0.363782051
20181,536,199,199,0.371268657
20182,502,79,79,0.157370518
20183,737,163,163,0.221166893
20184,446,125,125,0.280269058
20185,534,127,127,0.237827715
20186,557,154,154,0.276481149
20187,686,126,126,0.183673469
20188,596,99,99,0.166107383
20189,667,246,246,0.368815592
20190,611,168,168,0.274959083
20191,715,383,383,0.535664336
20192,871,269,269,0.308840413
20193,846,417,417,0.492907801
20194,739,217,217,0.293640054
20195,550,161,161,0.292727273
20196,603,185,185,0.306799337
20197,675,235,235,0.348148148
20198,708,226,226,0.31920904
20199,642,207,207,0.322429907
20200,657,166,166,0.252663623
20201,608,172,172,0.282894737
20202,765,305,305,0.39869281
20203,835,260,260,0.311377246
20204,698,197,197,0.282234957
20205,841,388,388,0.461355529
20206,652,354,354,0.542944785
20207,745,412,412,0.553020134
20208,851,572,572,0.672150411
20209,713,401,401,0.562412342
20210,764,415,415,0.543193717
20211,675,514,514,0.761481481
20212,619,606,606,0.978998384
20213,760,382,382,0.502631579
20214,954,545,545,0.571278826
20215,831,366,366,0.440433213
20216,649,437,437,0.673343606
20217,949,360,360,0.379346681
20218,894,385,385,0.43064877
20219,821,336,336,0.409257004
20220,710,507,507,0.714084507
20221,824,510,510,0.618932039
20222,918,463,463,0.504357298
20223,927,504,504,0.54368932
20224,790,512,512,0.648101266
20225,566,525,525,0.927561837
20226,647,614,614,0.948995363
20227,684,533,533,0.779239766
20228,665,644,644,0.968421053
20229,822,487,487,0.592457421
20230,515,704,704,1.366990291
20231,677,772,772,1.140324963
20232,513,627,627,1.222222222
20233,628,924,924,1.47133758
20234,538,418,418,0.776951673
20235,662,1020,1020,1.540785498
20236,723,637,637,0.881051176
20237,616,609,609,0.988636364
20238,536,559,559,1.042910448
20239,597,460,460,0.770519263
20240,443,474,474,1.069977427
20241,471,403,403,0.855626327
20242,629,412,412,0.655007949
20243,436,423,423,0.970183486
20244,454,339,339,0.746696035
20245,493,329,329,0.667342799
20246,498,401,401,0.805220884
20247,608,473,473,0.777960526
20248,787,604,604,0.76747141
20249,536,380,380,0.708955224
20250,616,514,514,0.834415584
20251,605,623,623,1.029752066
20252,538,454,454,0.843866171
20253,609,436,436,0.71592775
20254,539,445,445,0.825602968
20255,755,440,440,0.582781457
20256,746,393,393,0.526809651
20257,899,416,416,0.462736374
20258,1186,663,663,0.559021922
20259,515,663,663,1.287378641
20260,665,934,934,1.404511278
20261,642,1047,1047,1.630841121
20262,639,936,936,1.464788732
20263,593,872,872,1.470489039
20264,657,884,884,1.345509893
20265,590,518,518,0.877966102
20266,611,901,901,1.474631751
20267,575,579,579,1.006956522
20268,532,747,747,1.404135338
20269,489,737,737,1.507157464
20270,641,875,875,1.365054602
20271,534,916,916,1.715355805
20272,528,1043,1043,1.975378788
20273,541,810,810,1.497227357
20274,462,794,794,1.718614719
20275,491,877,877,1.786150713
20276,520,830,830,1.596153846
20277,694,671,671,0.96685879
20278,660,655,655,0.992424242
20279,834,660,660,0.791366906
20280,628,792,792,1.261146497
20281,624,456,456,0.730769231
20282,941,743,743,0.789585547
20283,583,811,811,1.391080617
20284,763,632,632,0.828309305
20285,752,617,617,0.820478723
20286,836,445,445,0.532296651
20287,1202,593,593,0.493344426
20288,871,810,810,0.929965557
20289,953,476,476,0.499475341
20290,850,607,607,0.714117647
20291,869,511,511,0.588032221
20292,949,422,422,0.444678609
20293,505,775,775,1.534653465
20294,802,435,435,0.542394015
20295,581,418,418,0.719449225
20296,470,378,378,0.804255319
20297,527,550,550,1.043643264
20298,594,476,476,0.801346801
20299,585,521,521,0.890598291
20300,593,424,424,0.715008432
20301,637,334,334,0.52433281
20302,521,656,656,1.259117083
20303,692,727,727,1.050578035
20304,657,838,838,1.275494673
20305,642,737,737,1.147975078
20306,571,904,904,1.583187391
20307,587,814,814,1.386712095
20308,613,998,998,1.628058728
20309,672,773,773,1.150297619
20310,493,449,449,0.910750507
20311,578,986,986,1.705882353
20312,784,1041,1041,1.327806122
20313,500,738,738,1.476
20314,659,893,893,1.35508346
20315,735,955,955,1.299319728
20316,533,993,993,1.8630394
20317,618,679,679,1.098705502
20318,828,860,860,1.038647343
20319,646,696,696,1.077399381
20320,581,567,567,0.975903614
20321,523,705,705,1.347992352
20322,513,475,475,0.925925926
20323,639,613,613,0.959311424
20324,687,431,431,0.627365357
20325,506,509,509,1.005928854
20326,560,594,594,1.060714286
20327,536,757,757,1.412313433
20328,665,841,841,1.264661654
20329,612,481,481,0.785947712
20330,603,646,646,1.071310116
20331,848,647,647,0.762971698
20332,592,583,583,0.984797297
20333,715,463,463,0.647552448
20334,922,681,681,0.738611714
20335,562,698,698,1.241992883
20336,588,839,839,1.426870748
20337,694,771,771,1.110951009
20338,521,1030,1030,1.97696737
20339,584,617,617,1.056506849
20340,530,826,826,1.558490566
20341,1059,789,789,0.745042493
20342,515,851,851,1.652427184
20343,586,662,662,1.129692833
20344,619,691,691,1.11631664
20345,509,864,864,1.697445972
20346,605,867,867,1.433057851
20347,651,948,948,1.456221198
20348,642,923,923,1.437694704
20349,632,877,877,1.387658228
20350,540,821,821,1.52037037
20351,662,979,979,1.478851964
20352,628,1048,1048,1.668789809
20353,845,464,464,0.549112426
20354,771,430,430,0.55771725
20355,610,443,443,0.726229508
20356,763,468,468,0.613368283
20357,795,498,498,0.626415094
20358,585,335,335,0.572649573
20359,657,421,421,0.640791476
20360,528,410,410,0.776515152
20361,1113,632,632,0.567834681
20362,795,502,502,0.631446541
20363,576,879,879,1.526041667
20364,480,672,672,1.4
20365,501,915,915,1.826347305
20366,507,839,839,1.654832347
20367,598,873,873,1.459866221
20368,609,999,999,1.640394089
20369,602,872,872,1.448504983
20370,598,786,786,1.314381271
20371,574,949,949,1.653310105
20372,566,480,480,0.848056537
20373,502,834,834,1.661354582
20374,598,358,358,0.598662207
20375,685,802,802,1.17080292
20376,607,920,920,1.515650741
20377,726,823,823,1.133608815
20378,697,905,905,1.298421808
20379,631,910,910,1.442155309
20380,927,510,510,0.550161812
20381,875,655,655,0.748571429
20382,774,580,580,0.749354005
20383,694,590,590,0.850144092
20384,773,589,589,0.761966365
20385,568,422,422,0.742957746
20386,620,619,619,0.998387097
20387,848,590,590,0.695754717
20388,797,472,472,0.592220828
20389,848,385,385,0.454009434
20390,607,548,548,0.902800659
20391,620,443,443,0.714516129
20392,673,567,567,0.842496285
20393,619,532,532,0.859450727
20394,620,588,588,0.948387097
20395,671,443,443,0.660208644
20396,674,433,433,0.642433234
20397,591,479,479,0.810490694
20398,735,477,477,0.648979592
20399,761,321,321,0.421813403
20400,721,568,568,0.78779473
20401,615,682,682,1.108943089
20402,700,534,534,0.762857143
20403,741,826,826,1.114709852
20404,627,847,847,1.350877193
20405,566,489,489,0.863957597
20406,767,561,561,0.731421121
20407,798,797,797,0.998746867
20408,962,604,604,0.627858628
20409,676,600,600,0.887573964
20410,835,458,458,0.548502994
20411,829,902,902,1.088057901
20412,740,654,654,0.883783784
20413,651,558,558,0.857142857
20414,989,628,628,0.634984833
20415,681,529,529,0.776798825
20416,616,520,520,0.844155844
20417,1089,1105,1105,1.014692378
20418,523,524,524,1.001912046
20419,527,403,403,0.764705882
20420,628,518,518,0.824840764
20421,551,501,501,0.909255898
20422,505,290,290,0.574257426
20423,538,459,459,0.853159851
20424,609,478,478,0.784893268
20425,759,409,409,0.53886693
20426,462,472,472,1.021645022
20427,550,484,484,0.88
20428,456,511,511,1.120614035
20429,717,557,557,0.776847978
20430,841,592,592,0.7039239
20431,809,650,650,0.803461063
20432,728,542,542,0.744505495
20433,465,426,426,0.916129032
20434,616,502,502,0.814935065
20435,823,459,459,0.557715674
20436,727,481,481,0.661623109
20437,583,543,543,0.931389365
20438,624,560,560,0.897435897
20439,598,628,628,1.050167224
20440,762,459,459,0.602362205
20441,668,538,538,0.805389222
20442,584,506,506,0.866438356
20443,694,452,452,0.65129683
20444,586,533,533,0.909556314
20445,642,563,563,0.87694704
20446,871,445,445,0.510907003
20447,861,407,407,0.472706156
20448,585,681,681,1.164102564
20449,598,507,507,0.847826087
20450,582,385,385,0.661512027
20451,668,567,567,0.848802395
20452,498,633,633,1.271084337
20453,647,708,708,1.094281298
20454,740,455,455,0.614864865
20455,705,671,671,0.95177305
20456,691,710,710,1.027496382
20457,503,527,527,1.047713718
20458,477,628,628,1.316561845
20459,552,467,467,0.846014493
20460,476,504,504,1.058823529
20461,455,626,626,1.375824176
20462,692,601,601,0.86849711
20463,674,463,463,0.68694362
20464,471,342,342,0.72611465
20465,952,508,508,0.533613445
20466,1150,712,712,0.619130435
20467,643,658,658,1.023328149
20468,570,760,760,1.333333333
20469,807,667,667,0.826517968
20470,668,548,548,0.820359281
20471,602,632,632,1.049833887
20472,792,603,603,0.761363636
20473,597,448,448,0.75041876
20474,629,592,592,0.941176471
20475,696,767,767,1.102011494
20476,612,594,594,0.970588235
20477,599,477,477,0.796327212
20478,640,466,466,0.728125
20479,691,555,555,0.803183792
20480,741,504,504,0.680161943
20481,652,652,652,1
20482,1236,567,567,0.458737864
20483,553,408,408,0.737793852
20484,512,405,405,0.791015625
20485,503,433,433,0.86083499
20486,524,499,499,0.952290076
20487,649,430,430,0.662557781
20488,1099,589,589,0.535941765
20489,823,473,473,0.57472661
20490,492,392,392,0.796747967
20491,674,544,544,0.807121662
20492,581,597,597,1.027538726
20493,1025,515,515,0.502439024
20494,983,577,577,0.586978637
20495,659,596,596,0.904400607
20496,768,574,574,0.747395833
20497,670,594,594,0.886567164
20498,750,671,671,0.894666667
20499,608,624,624,1.026315789
20500,659,472,472,0.716236722
20501,634,650,650,1.025236593
20502,510,565,565,1.107843137
20503,660,709,709,1.074242424
20504,758,618,618,0.81530343
20505,558,516,516,0.924731183
20506,647,588,588,0.908809892
20507,612,617,617,1.008169935
20508,627,641,641,1.022328549
20509,578,739,739,1.278546713
20510,814,658,658,0.808353808
20511,629,768,768,1.220985692
20512,646,742,742,1.148606811
20513,565,701,701,1.240707965
20514,593,656,656,1.10623946
20515,542,590,590,1.088560886
20516,597,742,742,1.242881072
20517,585,607,607,1.037606838
20518,857,668,668,0.779463244
20519,651,662,662,1.016897081
20520,668,679,679,1.016467066
20521,801,768,768,0.958801498
20522,564,739,739,1.310283688
20523,782,744,744,0.95140665
20524,625,675,675,1.08
20525,627,506,506,0.807017544
20526,712,462,462,0.648876404
20527,538,624,624,1.159851301
20528,562,532,532,0.946619217
20529,620,517,517,0.833870968
20530,483,431,431,0.892339545
20531,531,550,550,1.035781544
20532,476,491,491,1.031512605
20533,738,695,695,0.941734417
20534,495,615,615,1.242424242
20535,504,693,693,1.375
20536,478,571,571,1.194560669
20537,538,750,750,1.394052045
20538,521,707,707,1.357005758
20539,404,532,532,1.316831683
20540,495,593,593,1.197979798
20541,529,604,604,1.141776938
20542,651,755,755,1.159754224
20543,608,563,563,0.925986842
20544,707,490,490,0.693069307
20545,614,554,554,0.90228013
20546,624,553,553,0.886217949
20547,705,556,556,0.788652482
20548,634,720,720,1.135646688
20549,713,644,644,0.903225806
20550,633,735,735,1.161137441
20551,679,829,829,1.220913108
20552,614,789,789,1.285016287
20553,663,716,716,1.079939668
20554,663,652,652,0.983408748
20555,590,673,673,1.140677966
20556,516,655,655,1.269379845
20557,506,627,627,1.239130435
20558,495,550,550,1.111111111
20559,620,444,444,0.716129032
20560,686,665,665,0.969387755
20561,677,529,529,0.781388479
20562,490,616,616,1.257142857
20563,534,441,441,0.825842697
20564,758,774,774,1.021108179
20565,627,634,634,1.011164274
20566,684,625,625,0.91374269
20567,662,538,538,0.812688822
20568,602,717,717,1.1910299
20569,674,558,558,0.827893175
20570,600,645,645,1.075
20571,620,543,543,0.875806452
20572,631,674,674,1.0681458
20573,636,481,481,0.756289308
20574,618,462,462,0.747572816
20575,579,475,475,0.820379965
20576,563,440,440,0.781527531
20577,522,433,433,0.829501916
20578,524,863,863,1.646946565
20579,519,630,630,1.213872832
20580,452,464,464,1.026548673
20581,518,593,593,1.144787645
20582,568,614,614,1.080985915
20583,506,399,399,0.788537549
20584,529,604,604,1.141776938
20585,638,673,673,1.054858934
20586,483,584,584,1.209109731
20587,880,823,823,0.935227273
20588,501,571,571,1.139720559
20589,634,754,754,1.189274448
20590,518,640,640,1.235521236
20591,626,649,649,1.036741214
20592,507,492,492,0.970414201
20593,621,588,588,0.946859903
20594,811,485,485,0.598027127
20595,571,536,536,0.938704028
20596,718,425,425,0.591922006
20597,677,595,595,0.8788774
20598,760,453,453,0.596052632
20599,841,367,367,0.436385256
20600,426,244,244,0.572769953
20601,586,290,290,0.494880546
20602,562,509,509,0.90569395
20603,505,489,489,0.968316832
20604,460,376,376,0.817391304
20605,511,461,461,0.902152642
20606,471,403,403,0.855626327
20607,516,444,444,0.860465116
20608,590,575,575,0.974576271
20609,543,508,508,0.935543278
20610,527,327,327,0.620493359
20611,456,548,548,1.201754386
20612,525,466,466,0.887619048
20613,532,567,567,1.065789474
20614,594,542,542,0.912457912
20615,493,421,421,0.853955375
20616,412,341,341,0.827669903
20617,805,661,661,0.821118012
20618,706,712,712,1.008498584
20619,743,498,498,0.67025572
20620,718,718,718,1
20621,709,708,708,0.998589563
20622,762,639,639,0.838582677
20623,738,464,464,0.628726287
20624,564,610,610,1.081560284
20625,662,603,603,0.910876133
20626,677,618,618,0.912850812
20627,667,593,593,0.889055472
20628,735,679,679,0.923809524
20629,713,545,545,0.764375877
20630,743,471,471,0.633916555
20631,726,525,525,0.723140496
20632,762,628,628,0.824146982
20633,687,440,440,0.640465793
20634,665,646,646,0.971428571
20635,839,604,604,0.719904648
20636,640,515,515,0.8046875
20637,620,523,523,0.843548387
20638,511,513,513,1.003913894
20639,783,721,721,0.920817369
20640,491,748,748,1.523421589
20641,499,756,756,1.51503006
20642,587,825,825,1.405451448
20643,501,632,632,1.261477046
20644,691,948,948,1.371924747
20645,633,767,767,1.211690363
20646,525,650,650,1.238095238
20647,862,854,854,0.990719258
20648,675,653,653,0.967407407
20649,613,815,815,1.329526917
20650,731,778,778,1.064295486
20651,806,775,775,0.961538462
20652,755,587,587,0.777483444
20653,759,776,776,1.022397892
20654,677,1030,1030,1.521418021
20655,612,919,919,1.501633987
20656,687,491,491,0.714701601
20657,677,748,748,1.104874446
20658,598,992,992,1.658862876
20659,601,1158,1158,1.926788686
20660,703,774,774,1.100995733
20661,794,867,867,1.091939547
20662,569,644,644,1.131810193
20663,714,615,615,0.861344538
20664,559,1239,1239,2.216457961
20665,643,540,540,0.839813375
20666,496,274,274,0.552419355
20667,737,371,371,0.50339213
20668,628,486,486,0.77388535
20669,683,412,412,0.603221083
20670,611,479,479,0.78396072
20671,1134,418,418,0.368606702
20672,653,305,305,0.467075038
20673,614,384,384,0.625407166
20674,700,466,466,0.665714286
20675,584,582,582,0.996575342
20676,551,675,675,1.225045372
20677,489,621,621,1.26993865
20678,653,746,746,1.142419602
20679,990,754,754,0.761616162
20680,566,585,585,1.033568905
20681,790,554,554,0.701265823
20682,597,588,588,0.984924623
20683,637,521,521,0.817896389
20684,617,420,420,0.680713128
20685,638,771,771,1.20846395
20686,980,850,850,0.867346939
20687,714,718,718,1.005602241
20688,783,628,628,0.802043423
20689,655,580,580,0.885496183
20690,575,583,583,1.013913043
20691,924,792,792,0.857142857
20692,661,866,866,1.310136157
20693,488,832,832,1.704918033
20694,661,1005,1005,1.520423601
20695,660,930,930,1.409090909
20696,581,844,844,1.452667814
20697,481,767,767,1.594594595
20698,798,822,822,1.030075188
20699,664,404,404,0.608433735
20700,556,637,637,1.145683453
20701,660,390,390,0.590909091
20702,707,410,410,0.579915134
20703,531,426,426,0.802259887
20704,513,611,611,1.191033138
20705,422,394,394,0.933649289
20706,506,564,564,1.114624506
20707,620,496,496,0.8
20708,634,603,603,0.951104101
20709,524,653,653,1.246183206
20710,633,748,748,1.181674566
20711,641,926,926,1.444617785
20712,930,977,977,1.050537634
20713,771,806,806,1.04539559
20714,547,757,757,1.383912249
20715,840,1058,1058,1.25952381
20716,635,968,968,1.524409449
20717,593,622,622,1.048903879
20718,607,588,588,0.968698517
20719,544,646,646,1.1875
20720,639,528,528,0.82629108
20721,588,615,615,1.045918367
20722,556,638,638,1.147482014
20723,690,572,572,0.828985507
20724,609,356,356,0.58456486
20725,516,594,594,1.151162791
20726,682,434,434,0.636363636
20727,818,500,500,0.611246944
20728,723,500,500,0.691562932
20729,663,556,556,0.838612368
20730,664,563,563,0.847891566
20731,722,485,485,0.671745152
20732,680,579,579,0.851470588
20733,735,639,639,0.869387755
20734,510,724,724,1.419607843
20735,731,674,674,0.922024624
20736,602,767,767,1.274086379
20737,531,640,640,1.20527307
20738,746,599,599,0.802949062
20739,564,698,698,1.237588652
20740,554,571,571,1.030685921
20741,818,596,596,0.728606357
20742,599,563,563,0.939899833
20743,654,659,659,1.00764526
20744,513,526,526,1.025341131
20745,567,552,552,0.973544974
20746,565,469,469,0.830088496
20747,766,521,521,0.680156658
20748,718,551,551,0.767409471
20749,688,515,515,0.748546512
20750,610,291,291,0.47704918
20751,648,682,682,1.052469136
20752,782,639,639,0.81713555
20753,623,570,570,0.914927769
20754,685,684,684,0.998540146
20755,755,544,544,0.720529801
20756,648,682,682,1.052469136
20757,696,506,506,0.727011494
20758,684,734,734,1.073099415
20759,1141,822,822,0.720420684
20760,673,728,728,1.081723626
20761,698,837,837,1.199140401
20762,751,783,783,1.042609854
20763,738,914,914,1.238482385
20764,546,694,694,1.271062271
